YearTerm,Subject,Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
2019-fa,ADV,281,Advertising Research Methods,0,8,1,0,11,1,0,2,1,0,0,0,1,0,"Ren, Yilin"
2019-fa,ADV,281,Advertising Research Methods,1,9,1,0,13,0,1,5,0,0,1,0,1,0,"Ren, Yilin"
2019-fa,ADV,281,Advertising Research Methods,1,10,0,0,18,1,0,1,0,0,0,0,0,0,"Hamilton, Kristy A"
2019-fa,ADV,281,Advertising Research Methods,1,5,3,0,13,0,0,2,0,0,0,0,1,0,"Hamilton, Kristy A"
2019-fa,ADV,283,Advertising and Brand Strategy,0,24,19,1,1,3,0,0,1,0,0,0,0,0,"Mabry-Flynn, Amanda D"
2019-fa,ADV,283,Advertising and Brand Strategy,5,40,3,2,0,0,0,0,0,0,0,0,0,0,"Hitchon, Jacqueline C"
2019-fa,ADV,283,Advertising and Brand Strategy,3,23,5,0,4,0,0,0,0,0,0,0,0,0,"Hitchon, Jacqueline C"
2019-fa,ADV,284,Consumer Insight,6,11,9,4,0,0,0,0,0,0,0,0,0,0,"Pham, Giang V"
2019-fa,ADV,284,Consumer Insight,0,9,10,3,4,1,0,0,1,0,0,1,1,0,"Pham, Giang V"
2019-fa,ADV,284,Consumer Insight,2,7,6,6,0,3,0,2,0,0,0,0,1,0,"Liu, Weizi"
2019-fa,ADV,305,Digital ADV Content,13,37,7,5,7,1,2,2,1,0,0,1,1,0,"Yao, Mike Z"
2019-fa,ADV,310,Intro to Public Relations,1,6,9,1,25,8,0,1,0,1,1,1,1,1,"Wirtz, John"
2019-fa,ADV,310,Intro to Public Relations,1,9,10,7,14,8,4,1,0,1,1,0,1,0,"Ross, David W"
2019-fa,ADV,311,Classic Campaigns,0,5,11,14,7,3,0,0,0,0,0,0,0,0,"Chambers, Jason P"
2019-fa,ADV,320,Sales Management,33,17,6,9,4,2,1,2,0,1,0,0,2,0,"Clifton, Dionne J"
2019-fa,ADV,370,Sales and the Consumer,46,10,16,9,11,5,5,1,2,2,4,1,8,0,"Clifton, Dionne J"
2019-fa,ADV,390,Content Creation,0,17,22,21,30,23,8,13,1,0,1,0,0,0,"Sheldon, Peter S"
2019-fa,ADV,393,Advertising and Society,2,18,27,25,10,0,1,1,0,0,0,0,1,0,"Nelson, Michelle R"
2019-fa,ADV,409,Media Entrepreneurship,2,25,7,2,0,1,0,1,0,0,0,0,2,0,"Raquel, Steve A"
2019-fa,ADV,410,Public Relations Strategies,2,14,9,2,6,0,1,3,0,0,0,0,0,0,"Wirtz, John"
2019-fa,ADV,410,Public Relations Strategies,7,12,9,7,3,3,1,0,0,1,0,0,0,0,"Oh, Sanghwa"
2019-fa,ADV,460,Innovation in Advertising,4,5,8,9,7,1,1,1,0,1,1,0,0,0,"Chung, Un Chae"
2019-fa,ADV,460,Innovation in Advertising,2,7,7,7,10,4,5,2,1,5,0,1,0,0,"Ham, Chang Dae"
2019-fa,ADV,460,Innovation in Advertising,1,8,8,10,5,6,4,2,2,1,1,0,0,0,"Ham, Chang Dae"
2019-fa,ADV,483,Audience Analysis,0,19,22,6,4,0,0,0,0,0,0,0,0,0,"Xiong, Shili"
2019-fa,ADV,483,Audience Analysis,5,12,7,7,11,3,2,1,0,0,0,0,0,0,"Taneja, Harsh"
2019-fa,ADV,498,The Sandage Project,0,26,2,1,1,0,0,0,0,0,0,0,0,0,"Meron, Shachar"
2019-fa,ADV,498,The Sandage Project,0,24,3,0,1,1,0,0,0,0,0,0,0,0,"Meron, Shachar"
2019-fa,ADV,498,The Sandage Project,0,12,8,0,2,0,0,0,0,0,0,0,0,0,"Meron, Shachar"
2019-fa,AE,100,Intro to Aerospace Engineering,2,36,3,2,0,0,0,0,0,0,0,0,0,0,"Woodard, Brian S"
2019-fa,AE,100,Intro to Aerospace Engineering,15,18,3,5,4,0,0,0,0,0,0,0,0,0,"Mehta, Neil A"
2019-fa,AE,100,Intro to Aerospace Engineering,1,23,11,3,1,2,0,0,0,0,0,0,0,0,"Saxton-Fox, Theresa A"
2019-fa,AE,199,Computer Aided Design,0,13,9,6,1,0,3,1,0,0,1,0,1,0,"Woodard, Brian S"
2019-fa,AE,199,Computer Aided Design,0,25,5,3,3,1,1,0,0,0,1,0,0,0,"Woodard, Brian S"
2019-fa,AE,199,"Design, Build, Fly",1,16,3,2,0,0,0,0,0,0,0,0,0,0,"Merret, Jason M"
2019-fa,AE,199,Introduction to Rocketry,18,6,4,2,0,0,0,0,0,0,0,0,0,0,"Woodard, Brian S"
2019-fa,AE,202,Aerospace Flight Mechanics,1,4,14,8,7,5,0,3,0,0,1,0,0,0,"Tran, Huy T"
2019-fa,AE,311,Incompressible Flow,9,8,12,7,8,14,9,9,4,0,2,2,1,0,"Villafane Roca, Laura"
2019-fa,AE,312,Compressible Flow,1,6,12,3,5,4,0,0,0,0,0,0,0,1,"Stephani, Kelly"
2019-fa,AE,321,Mechs of Aerospace Structures,2,6,2,9,6,10,7,10,11,6,3,5,7,1,"Chasiotis, Ioannis"
2019-fa,AE,323,Applied Aerospace Structures,2,4,7,8,8,6,5,3,1,0,1,0,1,0,"Chew, Huck Beng"
2019-fa,AE,352,Aerospace Dynamical Systems,1,7,19,20,16,3,5,2,2,0,1,0,1,0,"Chilan, Christian M"
2019-fa,AE,353,Aerospace Control Systems,4,13,5,4,10,3,0,1,1,0,3,1,5,2,"Ornik, Melkior"
2019-fa,AE,402,Orbital Mechanics,5,6,3,4,9,6,8,3,3,0,0,0,1,2,"Conway, Bruce A"
2019-fa,AE,416,Applied Aerodynamics,1,11,3,4,5,1,3,2,0,1,1,0,0,0,"Ansell, Phillip J"
2019-fa,AE,433,Aerospace Propulsion,0,12,9,11,14,10,8,12,10,0,9,0,2,0,"Rovey, Joshua L"
2019-fa,AE,442,Aerospace Systems Design I,1,4,6,6,8,11,6,4,5,0,1,0,0,0,"Merret, Jason M"
2019-fa,AE,442,Aerospace Systems Design I,0,16,13,10,5,6,0,0,0,0,0,0,0,0,"Lembeck, Michael F"
2019-fa,AE,460,Aerodynamics & Propulsion Lab,3,45,22,10,14,0,0,2,0,0,0,0,1,0,"Dutton, J C"
2019-fa,AE,483,UAV Navigation and Control,11,65,14,7,4,0,1,0,0,0,0,0,1,1,"Bretl, Timothy W"
2019-fa,AFRO,100,Intro to African American St,6,8,7,0,0,1,0,1,0,0,0,0,0,1,"Bailey, Ronald W"
2019-fa,AFRO,100,Intro to African American St,2,7,6,2,0,1,0,1,2,0,0,0,3,1,"Bailey, Ronald W"
2019-fa,AFRO,101,"Black America, 1619-Present",1,1,3,1,1,1,4,1,3,2,3,1,2,0,"Cha-Jua, Sundiata"
2019-fa,AFRO,101,"Black America, 1619-Present",1,2,2,3,4,1,2,0,2,1,3,1,4,0,"Cha-Jua, Sundiata"
2019-fa,AFRO,105,Black Literature in America,5,11,6,3,2,0,1,0,2,0,0,0,0,0,"Hunt, Irvin J"
2019-fa,AFRO,243,Pan Africanism,0,4,7,2,5,1,3,1,0,0,0,0,0,0,"Bowen, Merle L"
2019-fa,AFRO,261,Intro to the African Diaspora,0,3,2,11,6,1,3,1,1,0,0,0,0,0,"McDuffie, Erik S"
2019-fa,AFRO,378,Race and Revolutions,0,17,6,1,2,0,0,0,0,0,2,0,0,0,"Hogarth, Rana"
2019-fa,AFRO,411,African American Psychology,1,11,0,0,10,1,0,3,0,0,0,0,1,0,"Neville, Helen A"
2019-fa,AFST,210,Intro to Mod African Lit,0,4,17,5,5,1,0,1,0,0,0,0,0,0,"Basu, Manisha"
2019-fa,AGCM,110,Intro to Ag and Env Comm,0,20,4,2,2,0,2,3,0,0,0,0,0,0,"Cupps-Miller, Heather A"
2019-fa,AGCM,220,Communicating Agriculture,0,23,1,2,2,0,1,1,0,3,0,0,2,0,"Cupps-Miller, Heather A"
2019-fa,AGED,140,Interpersonal Intelligence,69,37,23,13,8,5,2,5,0,2,2,0,15,0,"Smist, Jennifer A"
2019-fa,AGED,230,Leadership Communications,0,41,12,6,6,4,1,0,0,1,2,0,0,1,"Chunoo, Vivechkanand S"
2019-fa,AGED,260,Intro to Leadership Studies,22,68,22,17,16,7,5,5,6,3,0,2,2,0,"Keating, Kari H"
2019-fa,AGED,340,Leadership Ethics & Pluralism,7,2,7,4,1,1,0,0,1,1,0,0,1,0,"Collins, Jasmine D"
2019-fa,AGED,380,Leadership in Groups and Teams,10,13,23,4,4,1,0,1,0,0,0,0,0,0,"Rosch, David M"
2019-fa,AGED,499,Begin Agri Teachers Seminar,11,2,15,1,1,1,0,0,0,0,0,0,0,0,"Korte, Debra S"
2019-fa,AGED,550,Advanced Program Delivery,0,10,5,2,2,2,0,1,0,0,0,0,0,0,"Taylor, Amanda D"
2019-fa,AGED,551,Advanced Program Evaluation,10,4,2,1,3,2,0,0,0,0,0,0,0,0,"Taylor, Amanda D"
2019-fa,AHS,199,Undergraduate Open Seminar,2,36,0,4,8,0,0,5,0,0,1,0,1,0,"Carter, April L"
2019-fa,AHS,494,Disability & Assistive Technol,0,12,4,1,1,0,0,0,0,0,1,0,2,0,"Thompson, Marc"
2019-fa,AIS,101,Intro to Amer Indian Studies,2,13,2,2,2,1,3,2,0,0,0,0,0,0,"Escobar, Raquel"
2019-fa,AIS,101,Intro to Amer Indian Studies,5,6,2,1,5,1,2,3,2,0,0,0,1,0,"Soto, Silvia"
2019-fa,AIS,101,Intro to Amer Indian Studies,3,8,5,1,4,1,0,1,1,0,0,0,1,1,"Soto, Silvia"
2019-fa,AIS,101,Intro to Amer Indian Studies,1,8,2,3,8,3,0,3,0,0,0,0,1,2,"Soto, Silvia"
2019-fa,AIS,285,Indigenous Thinkers,0,2,11,2,6,3,0,1,0,0,0,0,1,0,"Larkin-Gilmore, Juliet C"
2019-fa,ANSC,100,Intro to Animal Sciences,13,108,0,9,56,0,2,15,0,0,2,0,2,2,"Parrett, Douglas F"
2019-fa,ANSC,103,Working With Farm Animals,0,74,1,0,0,0,0,0,0,0,1,0,0,0,"Hurley, Walter L"
2019-fa,ANSC,110,Life With Animals and Biotech,5,27,6,2,2,1,0,2,0,1,1,0,0,0,"Allen, Crystal A"
2019-fa,ANSC,199,BBQ SCIENCE,0,14,0,4,4,0,1,0,0,0,0,0,0,0,"Klehm, Brandon J"
2019-fa,ANSC,205,World Animal Resources,144,48,18,16,7,4,6,5,0,0,1,0,8,0,"Emmert, Jason L"
2019-fa,ANSC,206,Horse Management,2,30,6,0,12,2,0,2,0,0,0,0,0,0,"Kline, Kevin H"
2019-fa,ANSC,207,Companion Animal Biology &Care,2,11,3,1,5,1,0,0,2,1,0,1,0,0,"Fischer-Brown, Amy E"
2019-fa,ANSC,207,Companion Animal Biology &Care,4,10,5,2,2,3,0,5,0,0,1,0,1,0,"Fischer-Brown, Amy E"
2019-fa,ANSC,207,Companion Animal Biology &Care,7,11,4,4,3,1,0,1,0,0,0,0,1,0,"Fischer-Brown, Amy E"
2019-fa,ANSC,207,Companion Animal Biology &Care,7,10,1,5,5,3,0,3,0,0,0,0,1,0,"Fischer-Brown, Amy E"
2019-fa,ANSC,207,Companion Animal Biology &Care,8,8,2,0,7,1,0,3,0,2,0,1,2,0,"Fischer-Brown, Amy E"
2019-fa,ANSC,207,Companion Animal Biology &Care,4,10,3,1,1,0,0,1,0,0,1,0,0,1,"Fischer-Brown, Amy E"
2019-fa,ANSC,221,"Cells, Metabolism and Genetics",9,14,6,12,23,9,25,27,8,10,7,9,12,2,"Gaskins, H R"
2019-fa,ANSC,222,Anatomy and Physiology,1,22,13,10,26,13,13,28,14,5,12,4,10,1,"Wheeler, Matthew B"
2019-fa,ANSC,250,Companion Animals in Society,76,127,43,9,6,13,8,9,3,2,1,1,5,1,"Richardson, Sarah D"
2019-fa,ANSC,251,Epidemics & Infectious Disease,0,8,0,0,20,0,0,18,0,0,5,0,1,0,"Steelman, Andrew J"
2019-fa,ANSC,298,Undergraduate Seminar,0,68,1,0,5,1,0,0,0,0,0,0,0,1,"Jones-Hamlow, Katelyn A"
2019-fa,ANSC,305,Human Animal Interactions,12,28,2,3,3,0,1,1,2,0,1,0,0,1,"Richardson, Sarah D"
2019-fa,ANSC,307,Companion Animal Management,1,14,2,5,8,4,3,8,0,4,3,0,0,1,"Fischer-Brown, Amy E"
2019-fa,ANSC,309,Meat Production and Marketing,4,21,0,0,5,0,0,1,0,0,1,0,0,0,"Dilger, Anna C"
2019-fa,ANSC,350,Cellular Metabolism in Animals,0,11,0,0,16,0,0,3,0,0,2,0,0,0,"Ridlon, Jason M"
2019-fa,ANSC,401,Beef Production,1,15,0,3,6,0,1,0,0,0,0,0,0,0,"Parrett, Douglas F"
2019-fa,ANSC,420,Ruminant Nutrition,1,6,1,5,6,0,0,4,1,0,0,1,0,0,"Drackley, James K"
2019-fa,ANSC,422,Companion Animal Nutrition,0,23,0,0,6,0,0,1,0,0,0,0,0,0,"Swanson, Kelly S"
2019-fa,ANSC,422,Companion Animal Nutrition,0,17,0,0,14,0,0,11,0,0,4,0,0,0,"Swanson, Kelly S"
2019-fa,ANSC,431,Advanced Reproductive Biology,9,11,3,3,10,0,0,0,2,0,1,1,0,0,"Nowak, Romana A"
2019-fa,ANSC,445,Statistical Methods,13,17,5,5,0,1,0,0,0,0,0,0,0,1,"Rodriguez-Zas, Sandra L"
2019-fa,ANSC,452,Animal Growth and Development,6,34,0,0,12,0,0,6,0,0,0,0,1,0,"Dilger, Anna C"
2019-fa,ANSC,498,Integrating Animal Sciences,36,16,7,0,2,5,0,2,0,0,0,1,0,0,"Schneider, Alicia M"
2019-fa,ANSC,499,Southern African Wildlife I,11,10,6,6,4,2,1,1,0,0,0,0,1,0,"Roca, Alfred L"
2019-fa,ANTH,101,Introduction to Anthropology,0,111,55,32,43,25,10,17,14,0,18,0,13,1,"Ritchison, Brandon T"
2019-fa,ANTH,103,Anthro in a Changing World,130,124,45,29,22,8,5,7,1,3,3,0,6,0,"Maldonado, Korinta"
2019-fa,ANTH,103,Anthro in a Changing World,1,67,37,31,21,19,6,14,8,4,7,0,2,0,"Martin, Jeffrey T"
2019-fa,ANTH,104,Talking Culture,8,8,2,3,0,0,0,0,0,0,0,1,0,0,"Kramer, Elise A"
2019-fa,ANTH,104,Talking Culture,11,7,0,1,1,0,0,0,0,0,0,0,1,0,"Kramer, Elise A"
2019-fa,ANTH,105,World Archaeology,11,5,12,4,3,3,1,0,1,0,0,0,0,1,"Fennell, Christopher"
2019-fa,ANTH,143,Biology of Human Behavior,5,9,3,4,2,2,0,0,0,1,0,0,0,0,"Jelinek, Petra"
2019-fa,ANTH,143,Biology of Human Behavior,90,181,48,39,56,14,9,12,12,4,5,1,19,1,"Jelinek, Petra"
2019-fa,ANTH,143,Biology of Human Behavior,4,8,2,2,4,1,1,1,1,0,0,0,1,0,"Jelinek, Petra"
2019-fa,ANTH,143,Biology of Human Behavior,1,13,4,0,4,0,0,0,1,0,1,0,1,0,"Jelinek, Petra"
2019-fa,ANTH,143,Biology of Human Behavior,7,13,1,0,3,0,0,1,0,0,0,0,1,1,"Jelinek, Petra"
2019-fa,ANTH,143,Biology of Human Behavior,4,6,1,3,2,1,1,1,1,0,0,1,1,0,"Jelinek, Petra"
2019-fa,ANTH,143,Biology of Human Behavior,2,12,3,1,2,2,0,1,0,1,1,0,0,0,"Jelinek, Petra"
2019-fa,ANTH,143,Biology of Human Behavior,5,7,3,3,5,0,0,1,0,0,0,0,1,0,"Jelinek, Petra"
2019-fa,ANTH,143,Biology of Human Behavior,5,9,5,3,1,0,1,0,1,0,1,0,0,0,"Jelinek, Petra"
2019-fa,ANTH,143,Biology of Human Behavior,4,10,2,0,3,0,0,0,2,1,0,0,1,0,"Jelinek, Petra"
2019-fa,ANTH,143,Biology of Human Behavior,9,10,3,0,1,1,0,0,0,0,0,0,0,0,"Jelinek, Petra"
2019-fa,ANTH,143,Biology of Human Behavior,4,10,2,2,1,0,0,1,0,0,1,0,2,0,"Jelinek, Petra"
2019-fa,ANTH,143,Biology of Human Behavior,2,10,0,2,2,1,4,1,0,1,0,0,2,0,"Jelinek, Petra"
2019-fa,ANTH,143,Biology of Human Behavior,6,10,2,4,3,2,0,0,0,0,0,0,1,0,"Jelinek, Petra"
2019-fa,ANTH,143,Biology of Human Behavior,7,8,3,1,2,0,0,1,1,0,0,0,0,0,"Jelinek, Petra"
2019-fa,ANTH,143,Biology of Human Behavior,3,9,2,1,2,1,0,2,0,0,1,0,1,0,"Jelinek, Petra"
2019-fa,ANTH,143,Biology of Human Behavior,4,5,3,3,6,0,1,1,1,0,0,0,1,0,"Jelinek, Petra"
2019-fa,ANTH,143,Biology of Human Behavior,6,5,2,4,7,1,0,0,1,0,0,0,2,0,"Jelinek, Petra"
2019-fa,ANTH,143,Biology of Human Behavior,3,10,3,4,2,0,0,0,0,0,0,0,2,0,"Jelinek, Petra"
2019-fa,ANTH,143,Biology of Human Behavior,4,10,2,0,3,2,0,1,2,0,0,0,2,0,"Jelinek, Petra"
2019-fa,ANTH,180,The Archaeology of Death,24,89,21,16,49,8,20,15,7,0,12,0,6,2,"Silverman, Helaine I"
2019-fa,ANTH,246,Forensic Science,24,239,19,29,26,7,8,6,2,4,0,0,3,2,"Hughes, Cris E"
2019-fa,ANTH,246,Forensic Science,43,213,24,24,28,9,8,14,2,1,3,0,21,0,"Hughes, Cris E"
2019-fa,ANTH,268,Images of the Other,1,5,16,11,9,1,2,1,0,0,0,2,1,0,"Dominguez, Virginia R"
2019-fa,ANTH,375,The Culture of Nature,0,4,15,5,5,0,0,0,0,0,0,0,0,0,"Desmond, Jane"
2019-fa,ANTH,441,Human Genetics,3,8,7,3,0,1,0,1,0,0,0,0,0,0,"Yarlagadda, Karthik"
2019-fa,ANTH,498,Senior Capstone Seminar,0,11,5,6,1,1,0,0,0,0,0,0,0,1,"Farnell, Brenda M"
2019-fa,ARAB,150,Lang&Culture of Arab World,12,7,2,0,1,0,0,0,0,0,0,1,1,0,"Saadah, Eman"
2019-fa,ARCH,171,Concepts & Theories Arch Dsgn,30,30,39,17,12,8,8,4,5,2,0,3,7,0,"Dearborn, Lynne M"
2019-fa,ARCH,210,Intro Hist of World Arch,2,10,15,23,13,21,11,3,6,2,1,1,5,0,"Grossman, Heather E"
2019-fa,ARCH,231,Anatomy of Buildings,0,62,0,0,34,0,0,11,0,0,4,0,1,0,"Deutsch, Randall"
2019-fa,ARCH,273,Strategies of Arch Design,3,16,18,14,23,10,8,9,5,1,3,0,8,0,"Melgarejo De Be, Andrea L"
2019-fa,ARCH,321,"Environ, Arch & Global Health",2,13,7,3,5,5,2,1,0,0,1,1,1,0,"Bollo, Christina S"
2019-fa,ARCH,321,"Environ, Arch & Global Health",2,12,3,4,2,4,2,0,0,0,0,0,0,0,"Bollo, Christina S"
2019-fa,ARCH,409,Special Topics in Spanish Arch,2,3,14,5,9,7,0,0,0,0,0,0,0,0,"Marin Vega, Celia"
2019-fa,ARCH,417,Modern & Contemp Architecture,5,3,6,3,3,2,2,2,1,1,0,0,1,0,"Johnson, Tait R"
2019-fa,ARCH,433,Des of Steel & Reinf Conc Str,12,19,12,6,8,5,5,2,2,2,1,1,0,0,"Aminmansour, Abbas"
2019-fa,ARCH,451,Theory & Design Steel & Timber,14,15,9,11,10,5,2,0,2,1,2,1,5,0,"Aminmansour, Abbas"
2019-fa,ARCH,451,Theory & Design Steel & Timber,2,6,7,3,2,1,2,0,0,0,0,0,0,0,"Kansler, Jeffrey C"
2019-fa,ARCH,468,Overseas Architectural Studies,1,5,5,23,5,1,0,0,0,0,0,0,0,0,"Lapunzina, Alejandro"
2019-fa,ARCH,476,Arch Design & Exploration,2,6,4,4,2,2,3,1,0,0,0,0,0,0,"Folch, Marc"
2019-fa,ARCH,536,Plng & Design of Struct Sys,1,4,7,9,12,5,5,2,2,1,2,0,0,0,"Krishnan, Sudarshan"
2019-fa,ARCH,537,Environ Control Systems II,6,7,9,6,4,2,4,1,0,0,0,0,0,0,"Boubekri, Mohamed"
2019-fa,ARCH,577,Theories of Architecture,2,7,12,12,11,6,2,2,0,0,0,1,0,0,"Stallmeyer, John C"
2019-fa,ART,310,Design Thinking,0,24,2,1,0,0,0,0,0,0,0,0,2,0,"Briggs, Molly C"
2019-fa,ARTD,225,Design Drawing,1,9,9,1,1,0,0,0,0,0,0,0,0,0,"Raheel, Salman"
2019-fa,ARTD,251,Graphic Design Toolbox,8,3,2,4,2,3,0,0,0,0,0,0,1,0,"Jang, Wonsil"
2019-fa,ARTD,301,Industrial Design III,0,2,11,2,6,0,0,0,0,0,0,0,0,0,"Kendall, James W"
2019-fa,ARTD,301,Industrial Design III,0,12,9,0,0,0,0,0,0,0,0,0,1,0,"Raheel, Salman"
2019-fa,ARTD,328,Human-Centered Product Design,5,14,15,11,3,4,3,2,0,0,0,0,2,0,"McDonagh, Deana C"
2019-fa,ARTD,351,Graphic Design Inquiry,5,8,4,3,0,1,1,0,0,0,0,0,1,0,"Mercer, Lisa"
2019-fa,ARTD,351,Graphic Design Inquiry,1,16,2,2,0,1,0,0,0,0,0,0,0,0,"Salamanca Garci, Juan M"
2019-fa,ARTD,351,Graphic Design Inquiry,3,4,9,3,0,1,0,0,0,0,0,0,1,0,"Mercer, Lisa"
2019-fa,ARTD,351,Graphic Design Inquiry,0,3,12,3,2,1,0,0,0,0,0,0,0,0,"Elias Nieto, Fabiola M"
2019-fa,ARTD,371,Graphic Design Practicum,1,12,7,3,2,2,0,0,0,0,0,0,0,0,"Benson, Eric"
2019-fa,ARTD,371,Graphic Design Practicum,3,11,7,6,2,2,1,0,0,0,0,0,0,0,"Benson, Eric"
2019-fa,ARTD,426,Product Innovation,1,12,26,9,4,4,2,0,0,0,0,0,0,0,"Sethi, Simrun S"
2019-fa,ARTE,202,Facilitating Art Experience,11,4,5,0,0,0,0,1,0,0,0,0,0,0,"Hernandez, Catalina"
2019-fa,ARTF,101,Contemporary Issues in Art,53,31,16,11,19,12,7,5,2,0,9,0,26,0,"Bergmark, Jennifer L"
2019-fa,ARTH,211,Design History Survey,0,43,22,14,40,9,3,7,4,0,0,0,0,0,"Weissman, Terri"
2019-fa,ARTH,242,Art Since 1940,0,15,9,9,1,1,0,0,0,0,0,0,0,0,"Romberg, Kristin"
2019-fa,ARTH,250,American Art,0,4,10,7,1,8,0,0,0,0,0,0,0,0,"Reitz, Erin E"
2019-fa,ARTH,360,Women and the Visual Arts,0,3,5,9,3,1,1,1,0,0,0,0,0,0,"Rosenthal, Lisa"
2019-fa,ARTH,402,Ways of Seeing in Edo Japan,0,6,20,9,0,1,1,0,0,0,0,0,0,0,"Burkus-Chasson, Anne"
2019-fa,ASRM,199,Foundations of Data Management,20,11,5,3,2,0,0,0,1,0,0,0,2,0,"Buysse, Klara T"
2019-fa,ASRM,210,Theory of Interest,4,6,9,10,5,6,6,6,6,0,7,0,7,1,"Abdikerimova, Samal"
2019-fa,ASRM,406,Lin Algebra & Financial Apps,0,22,1,4,8,7,0,2,2,0,1,0,0,0,"Chuang, Jer-Chin"
2019-fa,ASRM,410,Investments and Fin Markets,8,7,9,7,6,2,7,2,2,1,0,4,0,1,"Hinkkanen, Aimo H"
2019-fa,ASRM,461,Loss Models,2,11,9,5,7,6,4,2,0,0,0,0,0,0,"Cole, Paa Kow"
2019-fa,ASRM,471,Life Contingencies I,17,23,17,9,11,7,6,2,0,0,0,0,0,0,"Cole, Paa Kow"
2019-fa,ASTR,100,Introduction to Astronomy,45,44,22,25,15,4,6,6,5,1,3,0,6,0,"Winans, Amanda"
2019-fa,ASTR,100,Introduction to Astronomy,85,100,41,44,46,22,20,16,5,7,8,2,30,5,"Winans, Amanda"
2019-fa,ASTR,121,Solar System and Worlds Beyond,34,24,21,12,18,8,7,8,3,1,3,0,4,0,"Winans, Amanda"
2019-fa,ASTR,122,Stars and Galaxies,11,42,24,33,20,12,13,8,1,2,4,3,2,1,"Dunne, Bryan C"
2019-fa,ASTR,150,Killer Skies: Astro-Disasters,11,36,15,8,8,3,1,4,4,1,2,0,1,1,"Dunne, Bryan C"
2019-fa,ASTR,210,Introduction to Astrophysics,9,17,1,4,12,0,2,9,0,0,3,2,2,0,"Kemball, Athol J"
2019-fa,ASTR,350,"Big Bang,Black Holes,Universe",15,11,5,3,1,1,2,0,0,1,0,1,0,0,"Liu, Xin"
2019-fa,ASTR,404,Stellar Astrophysics,14,15,15,7,2,2,0,0,2,1,0,1,0,0,"Fields, Brian D"
2019-fa,ASTR,406,Galaxies and the Universe,1,5,2,5,4,1,5,3,2,1,1,0,1,1,"Shen, Yue"
2019-fa,ATMS,100,Introduction to Meteorology,21,33,19,10,29,7,4,5,1,1,0,2,3,0,"Frame, Jeffrey"
2019-fa,ATMS,120,Severe and Hazardous Weather,38,119,88,54,79,48,23,37,11,12,5,3,11,1,"Choate, Jessica J"
2019-fa,ATMS,120,Severe and Hazardous Weather,4,16,16,15,13,4,9,5,4,2,0,2,0,1,"Hence, Deanna"
2019-fa,ATMS,140,Climate and Global Change,6,20,26,15,6,9,2,1,3,0,3,1,2,1,"Nesbitt, Anna"
2019-fa,ATMS,201,General Physical Meteorology,2,4,6,4,2,2,0,1,1,0,0,0,0,0,"Choate, Jessica J"
2019-fa,ATMS,301,Atmospheric Thermodynamics,5,5,6,1,5,1,3,0,0,0,0,0,0,0,"Jewett, Brian F"
2019-fa,ATMS,302,Atmospheric Dynamics I,0,1,5,1,3,5,1,3,4,1,0,0,0,0,"Wang, Zhuo"
2019-fa,ATMS,303,Synoptic-Dynamic Wea Analysis,3,3,3,1,3,2,3,3,3,0,0,0,1,0,"Frame, Jeffrey"
2019-fa,ATMS,322,Soc Impacts Weather & Climate,12,10,1,2,0,1,2,0,0,1,0,1,2,0,"Pettijohn, Justin C"
2019-fa,ATMS,421,Earth Systems Modeling,1,16,5,3,2,1,0,0,0,0,0,0,1,0,"Nesbitt, Anna"
2019-fa,BADM,199,Business in Action,0,25,1,4,0,0,0,1,0,0,0,0,0,0,"Bednar, Michael K"
2019-fa,BADM,210,Business Analytics I,2,72,30,33,34,8,8,8,1,0,1,1,4,0,"Larson, Eric"
2019-fa,BADM,210,Business Analytics I,1,82,37,22,31,11,12,6,4,0,0,0,0,0,"Larson, Eric"
2019-fa,BADM,210,Business Analytics I,2,92,40,28,29,10,4,1,3,0,0,0,0,0,"Larson, Eric"
2019-fa,BADM,261,Technology & Mgmt Seminar,49,5,1,1,0,1,0,0,0,0,0,0,0,0,"Harrison, Ilalee"
2019-fa,BADM,275,Operations Management,2,15,9,8,3,2,2,0,0,0,1,0,0,0,"Anand, Gopesh J"
2019-fa,BADM,300,The Legal Environment of Bus,20,33,12,32,29,12,10,4,4,1,0,0,1,0,"Wright, Margaret"
2019-fa,BADM,300,The Legal Environment of Bus,9,16,6,8,9,3,1,1,1,0,0,0,1,0,"Wright, Margaret"
2019-fa,BADM,300,The Legal Environment of Bus,19,61,39,35,40,27,11,10,4,3,3,4,3,1,"Fricke, Michael R"
2019-fa,BADM,310,Mgmt and Organizational Beh,57,70,66,53,39,28,21,24,10,4,3,2,1,1,"Love, E G"
2019-fa,BADM,311,Leading Individuals and Teams,0,54,8,1,1,0,0,0,0,0,0,0,0,1,"Goncalo, Jack"
2019-fa,BADM,311,Leading Individuals and Teams,2,27,6,3,1,0,0,0,0,0,0,0,0,0,"Wilkins, LaTonya"
2019-fa,BADM,312,Designing and Managing Orgs,0,21,7,7,3,0,1,0,0,0,0,0,0,0,"Khessina, Olga"
2019-fa,BADM,312,Designing and Managing Orgs,0,32,7,2,1,1,1,0,0,0,0,0,0,0,"Khessina, Olga"
2019-fa,BADM,313,Strategic Human Res Management,1,20,3,4,3,0,0,2,0,0,0,0,1,0,"Bruce, Joshua R"
